iter	Passed	Remaining
1675	12110	9566
1676	12119	9561
1677	12125	9552
1678	12132	9545
1679	12137	9536
1680	12143	9528
1681	12149	9520
1682	12155	9511
1683	12160	9503
1684	12165	9494
1685	12171	9486
1686	12180	9479
1687	12185	9471
1688	12192	9463
1689	12197	9454
1690	12202	9446
1691	12208	9437
1692	12212	9428
1693	12218	9419
1694	12223	9410
1695	12227	9401
1696	12232	9392
1697	12236	9382
1698	12240	9373
1699	12245	9364
1700	12250	9355
1701	12254	9345
1702	12258	9336
1703	12263	9326
1704	12267	9317
1705	12271	9308
1706	12275	9298
1707	12283	9291
1708	12288	9282
1709	12294	9274
1710	12298	9265
1711	12302	9255
1712	12306	9246
1713	12310	9236
1714	12314	9227
1715	12323	9220
1716	12339	9220
1717	12346	9212
1718	12359	9210
1719	12375	9209
1720	12382	9202
1721	12388	9194
1722	12394	9185
1723	12403	9180
1724	12412	9174
1725	12418	9166
1726	12424	9158
1727	12431	9150
1728	12438	9143
1729	12445	9136
1730	12455	9131
1731	12466	9126
1732	12474	9120
1733	12483	9114
1734	12491	9107
1735	12500	9101
1736	12509	9096
1737	12516	9088
1738	12527	9084
1739	12534	9076
1740	12546	9072
1741	12553	9065
1742	12559	9057
1743	12566	9050
1744	12573	9042
1745	12578	9034
1746	12584	9025
1747	12590	9017
1748	12596	9010
1749	12603	9002
1750	12609	8994
1751	12614	8985
1752	12619	8976
1753	12626	8969
1754	12633	8962
1755	12643	8956
1756	12649	8949
1757	12655	8940
1758	12662	8933
1759	12671	8927
1760	12682	8923
1761	12689	8915
1762	12700	8910
1763	12718	8911
1764	12724	8903
1765	12734	8898
1766	12745	8893
1767	12754	8887
1768	12763	8881
1769	12775	8877
1770	12784	8871
1771	12792	8864
1772	12797	8856
1773	12803	8848
1774	12808	8839
1775	12814	8831
1776	12819	8823
1777	12824	8814
1778	12829	8805
1779	12834	8796
1780	12839	8787
1781	12843	8778
1782	12849	8770
1783	12853	8761
1784	12858	8752
1785	12863	8743
1786	12868	8734
1787	12872	8725
1788	12878	8717
1789	12882	8708
1790	12887	8699
1791	12892	8690
1792	12897	8681
1793	12901	8673
1794	12906	8664
1795	12911	8655
1796	12916	8646
1797	12921	8638
1798	12925	8629
1799	12930	8620
1800	12934	8611
1801	12939	8602
1802	12943	8593
1803	12947	8584
1804	12951	8574
1805	12955	8565
1806	12959	8556
1807	12964	8547
1808	12968	8537
1809	12972	8528
1810	12976	8519
1811	12980	8510
1812	12984	8501
1813	12988	8492
1814	12992	8482
1815	12996	8473
1816	13000	8464
1817	13004	8455
1818	13008	8446
1819	13012	8436
1820	13017	8427
1821	13021	8419
1822	13026	8410
1823	13030	8401
1824	13034	8391
1825	13038	8382
1826	13042	8373
1827	13046	8364
1828	13050	8355
1829	13054	8346
1830	13058	8337
1831	13064	8329
1832	13068	8320
1833	13073	8311
1834	13077	8302
1835	13082	8294
1836	13086	8285
1837	13091	8276
1838	13095	8267
1839	13099	8258
1840	13103	8249
1841	13108	8240
1842	13112	8231
1843	13116	8222
1844	13120	8213
1845	13124	8204
1846	13128	8195
1847	13132	8186
1848	13137	8178
1849	13141	8169
1850	13146	8160
1851	13150	8151
1852	13154	8142
1853	13159	8133
1854	13163	8124
1855	13167	8116
1856	13172	8107
1857	13177	8099
1858	13182	8091
1859	13187	8082
1860	13192	8074
1861	13197	8065
1862	13203	8058
1863	13208	8049
1864	13213	8041
1865	13219	8033
1866	13224	8025
1867	13229	8017
1868	13235	8009
1869	13240	8001
1870	13247	7993
1871	13253	7985
1872	13260	7978
1873	13266	7971
1874	13271	7962
1875	13277	7955
1876	13282	7947
1877	13288	7939
1878	13297	7933
1879	13317	7933
1880	13330	7930
1881	13349	7930
1882	13365	7928
1883	13374	7922
1884	13379	7914
1885	13393	7910
1886	13405	7907
1887	13415	7901
1888	13421	7893
1889	13428	7886
1890	13434	7879
1891	13441	7871
1892	13447	7863
1893	13455	7857
1894	13465	7851
1895	13475	7846
1896	13486	7841
1897	13497	7837
1898	13506	7831
1899	13513	7823
1900	13522	7817
1901	13529	7810
1902	13538	7804
1903	13544	7796
1904	13553	7790
1905	13560	7783
1906	13568	7776
1907	13577	7770
1908	13586	7764
1909	13593	7757
1910	13604	7752
1911	13614	7747
1912	13623	7741
1913	13633	7735
1914	13646	7731
1915	13654	7725
1916	13662	7718
1917	13668	7710
1918	13674	7703
1919	13687	7699
1920	13697	7693
1921	13709	7689
1922	13722	7685
1923	13730	7678
1924	13742	7674
1925	13754	7669
1926	13770	7667
1927	13783	7663
1928	13790	7656
1929	13795	7648
1930	13800	7640
1931	13806	7631
1932	13811	7623
1933	13816	7615
1934	13821	7607
1935	13826	7598
1936	13830	7590
1937	13836	7582
1938	13841	7574
1939	13846	7565
1940	13851	7557
1941	13856	7549
1942	13861	7540
1943	13866	7532
1944	13871	7524
1945	13877	7516
1946	13882	7508
1947	13887	7499
1948	13892	7491
1949	13897	7483
1950	13901	7474
1951	13907	7466
1952	13912	7458
1953	13917	7450
1954	13922	7441
1955	13927	7433
1956	13931	7425
1957	13936	7416
1958	13941	7408
1959	13946	7399
1960	13950	7391
1961	13955	7383
1962	13960	7374
1963	13965	7366
1964	13970	7358
1965	13976	7350
1966	13981	7342
1967	13986	7334
1968	13990	7325
1969	13996	7317
1970	14001	7309
1971	14005	7301
1972	14010	7292
1973	14015	7284
1974	14021	7276
1975	14025	7268
1976	14030	7260
1977	14034	7251
1978	14038	7242
1979	14043	7234
1980	14048	7226
1981	14052	7217
1982	14056	7209
1983	14061	7200
1984	14065	7192
1985	14070	7183
1986	14074	7175
1987	14078	7166
1988	14082	7158
1989	14087	7149
1990	14091	7141
1991	14095	7132
1992	14100	7124
1993	14104	7115
1994	14109	7107
1995	14113	7099
1996	14117	7090
1997	14121	7081
1998	14125	7073
1999	14129	7064
2000	14133	7055
2001	14137	7047
2002	14141	7038
2003	14145	7030
2004	14149	7022
2005	14153	7013
2006	14158	7005
2007	14162	6996
2008	14166	6987
2009	14170	6979
2010	14174	6971
2011	14178	6962
2012	14182	6954
2013	14186	6945
2014	14190	6936
2015	14194	6928
2016	14199	6920
2017	14203	6911
2018	14207	6903
2019	14211	6894
2020	14215	6886
2021	14220	6877
2022	14224	6869
2023	14229	6861
2024	14234	6853
2025	14240	6846
2026	14244	6837
2027	14249	6829
2028	14253	6821
2029	14261	6814
2030	14272	6809
2031	14286	6805
2032	14303	6803
2033	14320	6801
2034	14347	6803
2035	14359	6798
2036	14368	6792
2037	14391	6793
2038	14401	6787
2039	14407	6779
2040	14414	6772
2041	14434	6771
2042	14447	6767
2043	14470	6768
2044	14489	6766
2045	14507	6764
2046	14524	6762
2047	14532	6755
2048	14544	6750
2049	14555	6745
2050	14564	6738
2051	14573	6732
2052	14587	6728
2053	14600	6724
2054	14609	6718
2055	14616	6711
2056	14625	6704
2057	14639	6700
2058	14653	6696
2059	14670	6694
2060	14676	6686
2061	14687	6681
2062	14697	6675
2063	14709	6670
2064	14719	6664
2065	14731	6659
2066	14740	6653
2067	14750	6647
2068	14759	6641
2069	14769	6635
2070	14782	6630
2071	14789	6623
2072	14795	6616
2073	14800	6608
2074	14804	6599
2075	14810	6591
2076	14814	6583
2077	14819	6575
2078	14824	6567
2079	14828	6558
2080	14833	6550
2081	14837	6542
2082	14842	6534
2083	14846	6525
2084	14851	6517
2085	14856	6509
2086	14860	6501
2087	14865	6492
2088	14870	6484
2089	14874	6476
2090	14879	6468
2091	14884	6460
2092	14888	6452
2093	14893	6443
2094	14897	6435
2095	14902	6427
2096	14907	6419
2097	14911	6410
2098	14916	6402
2099	14920	6394
2100	14924	6386
2101	14929	6377
2102	14933	6369
2103	14938	6361
2104	14942	6353
2105	14947	6345
2106	14951	6336
2107	14955	6328
2108	14959	6320
2109	14964	6311
2110	14968	6303
2111	14973	6295
2112	14977	6287
2113	14981	6278
2114	14985	6270
2115	14990	6262
2116	14995	6254
2117	14999	6246
2118	15004	6238
2119	15009	6230
2120	15014	6222
2121	15018	6214
2122	15026	6207
2123	15031	6199
2124	15036	6191
2125	15041	6183
2126	15046	6175
2127	15052	6168
2128	15057	6160
2129	15062	6152
2130	15071	6145
2131	15077	6138
2132	15082	6130
2133	15086	6122
2134	15091	6114
2135	15096	6106
2136	15101	6098
2137	15105	6090
2138	15110	6082
2139	15115	6074
2140	15119	6066
2141	15123	6058
2142	15128	6049
2143	15132	6041
2144	15136	6033
2145	15140	6025
2146	15144	6017
2147	15149	6008
2148	15153	6000
2149	15157	5992
2150	15162	5984
2151	15167	5976
2152	15171	5968
2153	15176	5960
2154	15180	5952
2155	15185	5944
2156	15189	5936
2157	15194	5928
2158	15198	5920
2159	15202	5912
2160	15207	5904
2161	15211	5895
2162	15215	5887
2163	15219	5879
2164	15223	5871
2165	15227	5863
2166	15232	5855
2167	15242	5849
2168	15250	5842
2169	15261	5837
2170	15270	5830
2171	15282	5825
2172	15292	5820
2173	15302	5813
2174	15310	5807
2175	15320	5801
2176	15329	5795
2177	15339	5789
2178	15353	5785
2179	15368	5780
2180	15378	5774
2181	15389	5769
2182	15398	5762
2183	15410	5757
2184	15416	5750
2185	15421	5742
2186	15428	5735
2187	15439	5729
2188	15456	5726
2189	15468	5721
2190	15480	5716
2191	15490	5709
2192	15506	5706
2193	15518	5701
2194	15544	5700
2195	15565	5698
2196	15589	5697
2197	15597	5691
2198	15608	5685
2199	15616	5678
2200	15622	5671
2201	15630	5664
2202	15640	5658
2203	15647	5651
2204	15653	5643
2205	15661	5637
2206	15668	5629
2207	15678	5623
2208	15686	5616
2209	15693	5610
2210	15700	5602
2211	15712	5597
2212	15719	5590
2213	15726	5583
2214	15735	5576
2215	15743	5569
2216	15752	5563
2217	15759	5556
2218	15767	5549
2219	15776	5542
2220	15785	5536
2221	15791	5529
2222	15796	5521
2223	15801	5513
2224	15807	5505
2225	15813	5498
2226	15817	5490
2227	15822	5482
2228	15827	5474
2229	15831	5466
2230	15836	5458
2231	15841	5450
2232	15846	5443
2233	15850	5434
2234	15855	5427
2235	15859	5418
2236	15864	5410
2237	15868	5402
2238	15872	5394
2239	15876	5386
2240	15881	5378
2241	15885	5370
2242	15889	5362
2243	15894	5354
2244	15899	5346
2245	15903	5338
2246	15907	5330
2247	15912	5322
2248	15916	5314
2249	15921	5307
2250	15925	5299
2251	15930	5291
2252	15934	5283
2253	15939	5275
2254	15943	5267
2255	15948	5259
2256	15952	5251
2257	15956	5243
2258	15961	5235
2259	15965	5227
2260	15969	5219
2261	15974	5211
2262	15978	5203
2263	15982	5195
2264	15986	5187
2265	15990	5179
2266	15994	5171
2267	15999	5163
2268	16003	5155
2269	16007	5147
2270	16011	5139
2271	16015	5131
2272	16019	5123
2273	16023	5115
2274	16027	5107
2275	16031	5099
2276	16035	5091
2277	16039	5083
2278	16043	5075
2279	16047	5067
2280	16052	5059
2281	16055	5051
2282	16060	5043
2283	16064	5035
2284	16068	5027
2285	16072	5019
2286	16076	5011
2287	16080	5004
2288	16084	4996
2289	16088	4988
2290	16093	4980
2291	16097	4972
2292	16102	4964
2293	16107	4957
2294	16111	4949
2295	16116	4941
2296	16120	4933
2297	16125	4926
2298	16129	4918
2299	16134	4910
2300	16139	4902
2301	16143	4894
2302	16148	4887
2303	16153	4879
2304	16158	4871
2305	16163	4864
2306	16168	4856
2307	16173	4849
2308	16180	4842
2309	16184	4834
2310	16189	4826
2311	16194	4819
2312	16206	4813
2313	16218	4808
2314	16230	4802
2315	16236	4795
2316	16252	4790
2317	16260	4784
2318	16271	4778
2319	16287	4773
2320	16292	4766
2321	16305	4760
2322	16316	4755
2323	16322	4747
2324	16331	4741
2325	16337	4734
2326	16347	4727
2327	16358	4721
2328	16365	4715
2329	16377	4709
2330	16384	4702
2331	16394	4696
2332	16406	4690
2333	16412	4683
2334	16424	4677
2335	16435	4671
2336	16442	4664
2337	16451	4658
2338	16459	4651
2339	16467	4644
2340	16472	4637
2341	16479	4630
2342	16492	4624
2343	16502	4618
2344	16511	4611
2345	16519	4605
2346	16526	4598
2347	16533	4591
2348	16540	4584
2349	16547	4576
2350	16556	4570
2351	16563	4563
2352	16572	4556
2353	16578	4549
2354	16591	4544
2355	16604	4538
2356	16615	4532
2357	16622	4525
2358	16628	4518
2359	16640	4512
2360	16654	4507
2361	16664	4501
2362	16674	4494
2363	16681	4487
2364	16690	4481
2365	16709	4477
2366	16729	4473
2367	16739	4467
2368	16746	4460
2369	16753	4453
2370	16762	4446
2371	16768	4439
2372	16774	4432
2373	16779	4424
2374	16784	4416
2375	16790	4409
2376	16795	4401
2377	16801	4394
2378	16806	4387
2379	16811	4379
2380	16816	4371
2381	16821	4364
2382	16827	4356
2383	16832	4349
2384	16836	4341
2385	16841	4333
2386	16845	4326
2387	16850	4318
2388	16854	4310
2389	16859	4302
2390	16863	4295
2391	16867	4287
2392	16872	4279
2393	16876	4271
2394	16880	4264
2395	16884	4256
2396	16889	4248
2397	16893	4241
2398	16898	4233
2399	16902	4225
2400	16906	4217
2401	16911	4210
2402	16915	4202
2403	16919	4194
2404	16924	4187
2405	16928	4179
2406	16932	4171
2407	16937	4163
2408	16941	4156
2409	16945	4148
2410	16950	4140
2411	16954	4133
2412	16958	4125
2413	16963	4117
2414	16967	4110
2415	16971	4102
2416	16975	4094
2417	16979	4086
2418	16984	4079
2419	16989	4071
2420	16993	4064
2421	16998	4056
2422	17002	4048
2423	17007	4041
2424	17011	4033
2425	17015	4025
2426	17019	4018
2427	17023	4010
2428	17028	4002
2429	17032	3995
2430	17036	3987
2431	17040	3979
2432	17044	3972
2433	17049	3964
2434	17053	3957
2435	17057	3949
2436	17062	3941
2437	17066	3934
2438	17070	3926
2439	17074	3918
2440	17078	3911
2441	17083	3903
2442	17087	3895
2443	17091	3888
2444	17095	3880
2445	17099	3872
2446	17103	3865
2447	17108	3857
2448	17113	3850
2449	17117	3842
2450	17121	3835
2451	17126	3827
2452	17130	3819
2453	17134	3812
2454	17138	3804
2455	17143	3797
2456	17147	3789
2457	17151	3781
2458	17156	3774
2459	17161	3767
2460	17170	3760
2461	17179	3753
2462	17186	3747
2463	17193	3740
2464	17209	3735
2465	17220	3729
2466	17234	3723
2467	17255	3719
2468	17264	3713
2469	17276	3707
2470	17292	3702
2471	17306	3696
2472	17314	3689
2473	17324	3683
2474	17334	3676
2475	17342	3670
2476	17353	3664
2477	17361	3657
2478	17368	3650
2479	17382	3644
2480	17393	3638
2481	17400	3631
2482	17413	3625
2483	17420	3618
2484	17426	3611
2485	17435	3604
2486	17453	3600
2487	17463	3593
2488	17472	3587
2489	17479	3580
2490	17490	3573
2491	17499	3567
2492	17508	3560
2493	17517	3553
2494	17530	3548
2495	17542	3542
2496	17555	3536
2497	17564	3529
2498	17574	3523
2499	17582	3516
2500	17591	3509
2501	17598	3502
2502	17608	3496
2503	17618	3489
2504	17627	3483
2505	17636	3476
2506	17645	3469
2507	17655	3463
2508	17670	3458
2509	17678	3451
2510	17684	3443
2511	17690	3436
2512	17696	3429
2513	17701	3422
2514	17706	3414
2515	17711	3407
2516	17716	3399
2517	17721	3392
2518	17726	3384
2519	17731	3377
2520	17736	3369
2521	17741	3362
2522	17746	3355
2523	17751	3347
2524	17756	3340
2525	17761	3332
2526	17766	3325
2527	17772	3318
2528	17778	3311
2529	17784	3303
2530	17791	3296
2531	17799	3289
2532	17806	3282
2533	17812	3275
2534	17821	3268
2535	17831	3262
2536	17838	3255
2537	17843	3248
2538	17849	3240
2539	17854	3233
2540	17860	3226
2541	17865	3218
2542	17871	3211
2543	17877	3204
2544	17882	3197
2545	17888	3189
2546	17893	3182
2547	17899	3175
2548	17904	3167
2549	17911	3160
2550	17918	3153
2551	17924	3146
2552	17930	3139
2553	17935	3132
2554	17941	3124
2555	17946	3117
2556	17951	3110
2557	17956	3102
2558	17961	3095
2559	17966	3087
2560	17971	3080
2561	17975	3073
2562	17980	3065
2563	17984	3058
2564	17988	3050
2565	17993	3043
2566	17997	3035
2567	18002	3028
2568	18006	3020
2569	18010	3013
2570	18015	3006
2571	18019	2998
2572	18024	2991
2573	18028	2983
2574	18032	2976
2575	18037	2968
2576	18041	2961
2577	18046	2954
2578	18050	2946
2579	18055	2939
2580	18059	2931
2581	18064	2924
2582	18068	2916
2583	18072	2909
2584	18077	2902
2585	18081	2894
2586	18085	2887
2587	18089	2879
2588	18094	2872
2589	18098	2865
2590	18102	2857
2591	18106	2850
2592	18110	2842
2593	18114	2835
2594	18119	2827
2595	18123	2820
2596	18128	2813
2597	18133	2805
2598	18138	2798
2599	18142	2791
2600	18148	2784
2601	18166	2778
2602	18173	2771
2603	18179	2764
2604	18186	2757
2605	18192	2750
2606	18202	2743
2607	18213	2737
2608	18222	2730
2609	18229	2723
2610	18243	2717
2611	18249	2710
2612	18257	2704
2613	18264	2697
2614	18273	2690
2615	18283	2683
2616	18291	2676
2617	18301	2670
2618	18309	2663
2619	18317	2656
2620	18330	2650
2621	18338	2643
2622	18348	2637
2623	18354	2630
2624	18363	2623
2625	18371	2616
2626	18379	2609
2627	18387	2602
2628	18393	2595
2629	18406	2589
2630	18422	2583
2631	18432	2577
2632	18446	2571
2633	18455	2564
2634	18467	2558
2635	18473	2551
2636	18479	2543
2637	18485	2536
2638	18491	2529
2639	18500	2522
2640	18507	2515
2641	18512	2508
2642	18519	2501
2643	18533	2495
2644	18547	2489
2645	18565	2483
2646	18579	2477
2647	18597	2472
2648	18611	2466
2649	18619	2459
2650	18631	2452
2651	18639	2445
2652	18648	2439
2653	18654	2432
2654	18662	2425
2655	18669	2418
2656	18677	2411
2657	18685	2404
2658	18691	2397
2659	18703	2390
2660	18711	2383
2661	18717	2376
2662	18722	2369
2663	18727	2362
2664	18732	2354
2665	18737	2347
2666	18741	2340
2667	18746	2332
2668	18751	2325
2669	18755	2318
2670	18760	2310
2671	18764	2303
2672	18769	2296
2673	18774	2288
2674	18778	2281
2675	18782	2274
2676	18787	2266
2677	18792	2259
2678	18796	2252
2679	18801	2244
2680	18806	2237
2681	18810	2230
2682	18815	2223
2683	18820	2215
2684	18825	2208
2685	18830	2201
2686	18834	2194
2687	18839	2186
2688	18844	2179
2689	18848	2172
2690	18853	2164
2691	18858	2157
2692	18863	2150
2693	18868	2143
2694	18873	2135
2695	18878	2128
2696	18883	2121
2697	18887	2114
2698	18892	2106
2699	18897	2099
2700	18902	2092
2701	18906	2085
2702	18911	2077
2703	18917	2070
2704	18922	2063
2705	18927	2056
2706	18932	2049
2707	18937	2042
2708	18943	2034
2709	18951	2028
2710	18957	2020
2711	18962	2013
2712	18967	2006
2713	18973	1999
2714	18979	1992
2715	18984	1985
2716	18991	1978
2717	18997	1971
2718	19002	1963
2719	19009	1956
2720	19014	1949
2721	19018	1942
2722	19024	1935
2723	19029	1928
2724	19033	1920
2725	19038	1913
2726	19043	1906
2727	19049	1899
2728	19054	1892
2729	19059	1884
2730	19064	1877
2731	19069	1870
2732	19074	1863
2733	19078	1856
2734	19083	1848
2735	19088	1841
2736	19094	1834
2737	19103	1827
2738	19111	1821
2739	19117	1814
2740	19125	1807
2741	19133	1800
2742	19141	1793
2743	19148	1786
2744	19163	1780
2745	19172	1773
2746	19179	1766
2747	19191	1759
2748	19202	1753
2749	19212	1746
2750	19224	1740
2751	19234	1733
2752	19249	1727
2753	19259	1720
2754	19267	1713
2755	19281	1707
2756	19292	1700
2757	19302	1693
2758	19313	1687
2759	19326	1680
2760	19335	1673
2761	19343	1666
2762	19351	1659
2763	19360	1653
2764	19370	1646
2765	19378	1639
2766	19391	1632
2767	19401	1626
2768	19411	1619
2769	19421	1612
2770	19432	1605
2771	19440	1599
2772	19454	1592
2773	19465	1585
2774	19474	1579
2775	19482	1572
2776	19494	1565
2777	19503	1558
2778	19513	1551
2779	19521	1544
2780	19530	1537
2781	19537	1531
2782	19543	1523
2783	19549	1516
2784	19555	1509
2785	19563	1502
2786	19569	1495
2787	19582	1489
2788	19589	1482
2789	19601	1475
2790	19613	1468
2791	19620	1461
2792	19626	1454
2793	19633	1447
2794	19640	1440
2795	19651	1433
2796	19663	1427
2797	19669	1420
2798	19675	1412
2799	19680	1405
2800	19686	1398
2801	19691	1391
2802	19696	1384
2803	19701	1377
2804	19705	1369
2805	19710	1362
2806	19715	1355
2807	19721	1348
2808	19726	1341
2809	19731	1334
2810	19736	1326
2811	19740	1319
2812	19745	1312
2813	19751	1305
2814	19756	1298
2815	19760	1291
2816	19765	1284
2817	19770	1276
2818	19774	1269
2819	19778	1262
2820	19782	1255
2821	19787	1248
2822	19791	1240
2823	19795	1233
2824	19800	1226
2825	19804	1219
2826	19808	1212
2827	19813	1205
2828	19817	1197
2829	19822	1190
2830	19826	1183
2831	19831	1176
2832	19835	1169
2833	19840	1162
2834	19844	1154
2835	19849	1147
2836	19853	1140
2837	19858	1133
2838	19862	1126
2839	19867	1119
2840	19871	1112
2841	19875	1104
2842	19879	1097
2843	19884	1090
2844	19888	1083
2845	19893	1076
2846	19897	1069
2847	19902	1062
2848	19907	1055
2849	19911	1047
2850	19916	1040
2851	19920	1033
2852	19925	1026
2853	19930	1019
2854	19934	1012
2855	19939	1005
2856	19944	998
2857	19949	991
2858	19954	984
2859	19959	977
2860	19963	969
2861	19967	962
2862	19972	955
2863	19976	948
2864	19980	941
2865	19985	934
2866	19989	927
2867	19994	920
2868	19999	913
2869	20003	906
2870	20007	898
2871	20011	891
2872	20015	884
2873	20020	877
2874	20024	870
2875	20028	863
2876	20033	856
2877	20037	849
2878	20042	842
2879	20047	835
2880	20051	828
2881	20056	821
2882	20072	814
2883	20086	807
2884	20103	801
2885	20145	795
2886	20154	788
2887	20162	781
2888	20177	775
2889	20193	768
2890	20207	761
2891	20219	755
2892	20230	748
2893	20235	741
2894	20242	734
2895	20248	727
2896	20256	720
2897	20263	713
2898	20270	706
2899	20278	699
2900	20285	692
2901	20291	685
2902	20298	678
2903	20310	671
2904	20322	664
2905	20332	657
2906	20340	650
2907	20348	643
2908	20360	636
2909	20368	629
2910	20379	623
2911	20386	616
2912	20393	609
2913	20407	602
2914	20420	595
2915	20428	588
2916	20441	581
2917	20450	574
2918	20460	567
2919	20469	560
2920	20475	553
2921	20485	546
2922	20494	539
2923	20504	532
2924	20518	526
2925	20527	519
2926	20537	512
2927	20548	505
2928	20555	498
2929	20561	491
2930	20568	484
2931	20574	477
2932	20579	470
2933	20584	463
2934	20589	455
2935	20594	448
2936	20599	441
2937	20604	434
2938	20609	427
2939	20614	420
2940	20618	413
2941	20623	406
2942	20628	399
2943	20633	392
2944	20638	385
2945	20643	378
2946	20648	371
2947	20653	364
2948	20659	357
2949	20664	350
2950	20669	343
2951	20673	336
2952	20678	329
2953	20682	322
2954	20686	315
2955	20690	307
2956	20694	300
2957	20699	293
2958	20703	286
2959	20708	279
2960	20712	272
2961	20717	265
2962	20721	258
2963	20726	251
2964	20730	244
2965	20734	237
2966	20738	230
2967	20742	223
2968	20747	216
2969	20751	209
2970	20755	202
2971	20760	195
2972	20764	188
2973	20768	181
2974	20773	174
2975	20777	167
2976	20781	160
2977	20785	153
2978	20789	146
2979	20793	139
2980	20797	132
2981	20801	125
2982	20806	118
2983	20810	111
2984	20814	104
2985	20818	97
2986	20822	90
2987	20826	83
2988	20830	76
2989	20834	69
2990	20838	62
2991	20843	55
2992	20847	48
2993	20851	41
2994	20855	34
2995	20860	27
2996	20864	20
2997	20868	13
2998	20872	6
2999	20876	0
