iter	RMSE
668	0.1048313201
669	0.104791065
670	0.1047401708
671	0.1046847422
672	0.104641652
673	0.104598189
674	0.1045632137
675	0.1045289885
676	0.1044923631
677	0.1044507481
678	0.1044029339
679	0.1043507456
680	0.1043121161
681	0.1042648398
682	0.1042172302
683	0.1041762666
684	0.1041308653
685	0.1040834111
686	0.1040383227
687	0.1040013896
688	0.1039578517
689	0.1039174192
690	0.103872085
691	0.1038363774
692	0.1037891842
693	0.1037498492
694	0.1037089487
695	0.1036538765
696	0.1036164857
697	0.1035697122
698	0.1035379335
699	0.1034913698
700	0.1034452908
701	0.1033947058
702	0.1033514972
703	0.1033121983
704	0.1032571265
705	0.1032077176
706	0.1031666842
707	0.103129692
708	0.103076648
709	0.1030461393
710	0.1030084201
711	0.1029546035
712	0.1029215114
713	0.1028864588
714	0.1028356175
715	0.1027898977
716	0.10275084
717	0.1026997651
718	0.102661283
719	0.1026284608
720	0.1025741602
721	0.1025327336
722	0.1024870042
723	0.10244183
724	0.1024033307
725	0.1023529402
726	0.1023246639
727	0.102277172
728	0.1022331245
729	0.1021876187
730	0.1021531016
731	0.102110472
732	0.1020641822
733	0.1020152617
734	0.1019599935
735	0.1019183341
736	0.1018830249
737	0.1018343317
738	0.1017923802
739	0.1017472203
740	0.1017062214
741	0.1016410433
742	0.1015707434
743	0.1015402319
744	0.1014966822
745	0.1014553669
746	0.1014164278
747	0.1013618368
748	0.1013196812
749	0.1012814625
750	0.1012473423
751	0.1012115175
752	0.1011673675
753	0.101126426
754	0.1010880478
755	0.1010558743
756	0.1010101296
757	0.1009574175
758	0.1009082298
759	0.1008614115
760	0.100816422
761	0.1007653958
762	0.1006988905
763	0.1006584611
764	0.1006116074
765	0.1005654483
766	0.1005212985
767	0.100478561
768	0.1004381275
769	0.1003865594
770	0.1003399777
771	0.1002921965
772	0.1002566493
773	0.1002126493
774	0.1001822195
775	0.1001497815
776	0.1001075168
777	0.1000645476
778	0.1000256171
779	0.1000041243
780	0.09995631926
781	0.09991086487
782	0.09987916261
783	0.09983509098
784	0.09979069433
785	0.09973652188
786	0.0996755743
787	0.09963541091
788	0.09957611391
789	0.09956024094
790	0.09952440183
791	0.09948230744
792	0.09944317286
793	0.09940726988
794	0.09936869017
795	0.09932838799
796	0.09930076137
797	0.09925620469
798	0.09922265726
799	0.09918498999
800	0.09915135833
801	0.09911495569
802	0.09907758035
803	0.09904603436
804	0.09900230319
805	0.09896074118
806	0.09893498098
807	0.0988979281
808	0.09887046965
809	0.09883008342
810	0.09878994527
811	0.0987537227
812	0.09871574973
813	0.09868810424
814	0.09864512053
815	0.0986117939
816	0.09857869292
817	0.09854870436
818	0.09850843534
819	0.09847839212
820	0.09844537932
821	0.09840450179
822	0.09835279269
823	0.09831313725
824	0.0982637653
825	0.0982357013
826	0.09820905217
827	0.09817027334
828	0.09813309483
829	0.09809727483
830	0.09807085597
831	0.09803400721
832	0.09800740703
833	0.09796679475
834	0.09793310634
835	0.09790317461
836	0.09786639333
837	0.09782369562
838	0.09778624601
839	0.09774735291
840	0.09771646563
841	0.09767836096
842	0.09763560502
843	0.09760540708
844	0.0975631269
845	0.09753242695
846	0.09750297806
847	0.09745935868
848	0.09741424825
849	0.09736370827
850	0.09732019434
851	0.09728209381
852	0.09724766296
853	0.09721441333
854	0.09717554579
855	0.0971261556
856	0.09708071343
857	0.09704276335
858	0.09700259584
859	0.0969602351
860	0.09692181941
861	0.09688034764
862	0.09683899516
863	0.09680250996
864	0.09676289166
865	0.09672396031
866	0.09668159258
867	0.09665992273
868	0.0966240169
869	0.0965893636
870	0.09654626082
871	0.09652143333
872	0.0964806955
873	0.09645302186
874	0.09642025725
875	0.09638527203
876	0.09636515745
877	0.09634461606
878	0.09630789398
879	0.09626225205
880	0.09623367342
881	0.09619933377
882	0.09617067256
883	0.09613499017
884	0.09610088301
885	0.09606904642
886	0.0960263711
887	0.09599818298
888	0.09596340877
889	0.0959231298
890	0.09588131707
891	0.09583927098
892	0.09579753588
893	0.09576299446
894	0.09572310707
895	0.09568009207
896	0.09564909865
897	0.09560398785
898	0.09556030702
899	0.09551790669
900	0.09548642513
901	0.09545437701
902	0.09540186908
903	0.09535838344
904	0.09532729867
905	0.09530700204
906	0.09527855338
907	0.09524015714
908	0.09521549842
909	0.09517689921
910	0.09513750734
911	0.09509874792
912	0.09504935029
913	0.09500965789
914	0.09497154324
915	0.0949364397
916	0.09490351872
917	0.09487809428
918	0.09483929637
919	0.09480086166
920	0.09478109719
921	0.09474393303
922	0.09471584355
923	0.0946959511
924	0.09465007034
925	0.09463119668
926	0.09460737607
927	0.09456228736
928	0.09452610165
929	0.09448754857
930	0.09446605897
931	0.09443374571
932	0.0943915915
933	0.09435782757
934	0.09433927672
935	0.09430684889
936	0.09427636196
937	0.09423998623
938	0.09419531625
939	0.0941629455
940	0.09414247344
941	0.09412375071
942	0.09408992116
943	0.09404911085
944	0.09400429075
945	0.09398525019
946	0.09395411267
947	0.09391749931
948	0.09389614283
949	0.09387421465
950	0.09382936872
951	0.09379761526
952	0.09378058169
953	0.09377112848
954	0.09375854374
955	0.09373510975
956	0.09370018843
957	0.09366405077
958	0.09362973713
959	0.09359780007
960	0.09357749079
961	0.09354988894
962	0.09350710302
963	0.09347279312
964	0.09343608964
965	0.09341544289
966	0.09339064278
967	0.09335250119
968	0.09331930111
969	0.09329967289
970	0.09326977798
971	0.09323002499
972	0.09321095754
973	0.09317857086
974	0.0931441694
975	0.0931245023
976	0.0931028143
977	0.09309635439
978	0.09306538152
979	0.09303404745
980	0.09299985419
981	0.09296106248
982	0.09295286884
983	0.09292791728
984	0.09289475248
985	0.09287994139
986	0.09284240831
987	0.09280661635
988	0.09277768095
989	0.09273432887
990	0.09271224973
991	0.09268357456
992	0.09266622499
993	0.09264503816
994	0.09262813146
995	0.09261438214
996	0.09259926382
997	0.09258729907
998	0.09256701724
999	0.09254740853
1000	0.09253953183
1001	0.09252085136
1002	0.09250280978
1003	0.09245921347
1004	0.09243181797
1005	0.09238991342
1006	0.09235466343
1007	0.09232794294
1008	0.09230193644
1009	0.09228250832
1010	0.09227291613
1011	0.09222967616
1012	0.09219957512
1013	0.0921901371
1014	0.09215392576
1015	0.09213779143
1016	0.09212034146
1017	0.0921004515
1018	0.09206337897
1019	0.09202406769
1020	0.0919870418
1021	0.09196213269
1022	0.09193195235
1023	0.091895225
1024	0.09185090341
1025	0.09181565974
1026	0.09180296248
1027	0.09176758609
1028	0.09175102947
1029	0.09171871878
1030	0.09169040066
1031	0.09166014225
1032	0.09163587795
1033	0.09160013708
1034	0.09159260534
1035	0.09158543156
1036	0.09155216454
1037	0.09152899837
1038	0.09149910546
1039	0.09148214438
1040	0.0914467477
1041	0.09141536097
1042	0.09137669025
1043	0.09135968121
1044	0.09134081167
1045	0.09133193882
1046	0.09129648593
1047	0.0912885857
1048	0.09125569017
1049	0.09121786448
1050	0.0911887071
1051	0.09118231074
1052	0.09114735532
1053	0.0911384411
1054	0.09112764082
1055	0.09109170652
1056	0.09108503008
1057	0.09104976243
1058	0.09101397478
1059	0.09100817261
1060	0.09099961491
1061	0.09097466034
1062	0.09093143852
1063	0.09090188971
1064	0.09089554834
1065	0.09086181523
1066	0.09085491329
1067	0.09082699703
1068	0.09080633227
1069	0.09077374002
1070	0.09074241432
1071	0.09071551306
1072	0.09068698104
1073	0.09067980626
1074	0.09064801723
1075	0.09062228231
1076	0.09061686403
1077	0.09059047203
1078	0.09056273966
1079	0.09052684923
1080	0.09049986537
1081	0.09046879382
1082	0.0904420759
1083	0.0904321106
1084	0.09040325884
1085	0.09036630962
1086	0.09034868686
1087	0.0903355292
1088	0.09029547322
1089	0.09026547489
1090	0.09024889668
1091	0.09022019883
1092	0.09020672287
1093	0.09018472859
1094	0.09017904144
1095	0.09017181196
1096	0.09014823525
1097	0.09011879203
1098	0.09009120109
1099	0.09007838002
1100	0.0900648354
1101	0.09005795792
1102	0.09003459195
1103	0.09001148979
1104	0.09000068335
1105	0.08999600685
1106	0.08996042481
1107	0.08995447272
1108	0.08993449961
1109	0.08990684087
1110	0.08987920596
1111	0.08983710515
1112	0.08980115656
1113	0.08979434986
1114	0.08976700168
1115	0.08976113266
1116	0.08974315493
1117	0.08970748806
1118	0.08968065015
1119	0.08965180134
1120	0.08961845987
1121	0.08961280168
1122	0.08960702569
1123	0.08959433822
1124	0.08958860216
1125	0.08956009243
1126	0.08955412601
1127	0.08953316765
1128	0.08952141768
1129	0.08948755061
1130	0.08946102671
1131	0.08945538573
1132	0.08945001714
1133	0.08942637978
1134	0.08941660712
1135	0.08937361585
1136	0.08933865692
1137	0.0893032005
1138	0.08927646388
1139	0.0892425909
1140	0.08923005752
1141	0.08919611168
1142	0.08918366474
1143	0.08917101327
1144	0.08915874692
1145	0.08911921034
1146	0.08909325021
1147	0.08906529215
1148	0.08905179
1149	0.08902302416
1150	0.08898974939
1151	0.08896327637
1152	0.08895085662
1153	0.08891585799
1154	0.08889995705
1155	0.08886698234
1156	0.0888407368
1157	0.08881854463
1158	0.08881313903
1159	0.08878342064
1160	0.08874976237
1161	0.088742794
1162	0.08873335033
1163	0.08872109818
1164	0.08870294527
1165	0.08866663193
1166	0.08864220277
1167	0.0886116786
1168	0.08858686258
1169	0.08857376179
1170	0.08856848967
1171	0.0885459137
1172	0.08851897786
1173	0.08850685416
1174	0.08850162634
1175	0.08847939827
1176	0.08845777673
1177	0.08843224315
1178	0.08839609317
1179	0.08839072014
1180	0.08835247151
1181	0.08832565614
1182	0.08828727911
1183	0.08826234415
1184	0.08823116211
1185	0.08820261767
1186	0.08817108547
1187	0.08814311372
1188	0.08812298519
1189	0.08809635748
1190	0.08805837358
1191	0.08803733869
1192	0.08800182183
1193	0.08797710443
1194	0.08795632933
1195	0.0879340428
1196	0.08790246223
1197	0.08788552114
1198	0.08786353065
1199	0.08785843477
1200	0.0878531972
1201	0.08782513378
1202	0.08782010037
1203	0.08779480018
1204	0.08776929819
1205	0.08775768452
1206	0.08775270465
1207	0.08771956692
1208	0.08769137187
1209	0.08767014923
1210	0.0876650018
1211	0.08764166893
1212	0.08761269022
1213	0.08758246295
1214	0.08757124832
1215	0.0875537004
1216	0.08754878532
1217	0.08750997294
1218	0.087504919
1219	0.0874742315
1220	0.08746917417
1221	0.08743468965
1222	0.08742074449
1223	0.08741590213
1224	0.08739184093
1225	0.08736527195
1226	0.08736047729
1227	0.08734219623
1228	0.08732295321
1229	0.0873180317
1230	0.08728086198
1231	0.08725339936
1232	0.08724934204
1233	0.08724463558
1234	0.08723995689
1235	0.0872353183
1236	0.08722095294
1237	0.08721615904
1238	0.08719330472
1239	0.08716596615
1240	0.08713533198
1241	0.08713123521
1242	0.08712651804
1243	0.08709548495
1244	0.08709098987
1245	0.08708715864
1246	0.08708285059
1247	0.08707840366
1248	0.0870486963
1249	0.08702513228
1250	0.08699889126
1251	0.08699429695
1252	0.08697198107
1253	0.08694306833
1254	0.08693852062
1255	0.08693413125
1256	0.08692977379
1257	0.08691660462
1258	0.08688828249
1259	0.08686142848
1260	0.08683665584
1261	0.08683235254
1262	0.08680606722
1263	0.08680163449
1264	0.08679720196
1265	0.08679293747
1266	0.08678874118
1267	0.08678471424
1268	0.08678053029
1269	0.08677637668
1270	0.08677183028
1271	0.086767726
1272	0.08673618793
1273	0.08673153683
1274	0.08672631821
1275	0.08672210461
1276	0.08671792597
1277	0.08671394584
1278	0.08670980776
1279	0.08670440353
1280	0.08669989018
1281	0.08669475146
1282	0.08668680974
1283	0.08668294749
1284	0.08667909052
1285	0.08667382224
1286	0.08666982456
1287	0.08666602814
1288	0.08666207553
1289	0.08665814965
1290	0.08665423151
1291	0.08664931602
1292	0.08662735652
1293	0.08661060691
1294	0.08659937296
1295	0.08656404339
1296	0.08656035586
1297	0.086556675
1298	0.08655284358
1299	0.08654920635
1300	0.08652285416
1301	0.08651783448
1302	0.08651303693
1303	0.08650964422
1304	0.08650470408
1305	0.08648242855
1306	0.08646256397
1307	0.08645883389
1308	0.08645388803
1309	0.08642813449
1310	0.08640998658
1311	0.08638910857
1312	0.08638458985
1313	0.08637684995
1314	0.08634997613
1315	0.08632151756
1316	0.0863185886
1317	0.08631493104
1318	0.0863010794
1319	0.08627361772
1320	0.08625264344
1321	0.0862399319
1322	0.08623552914
1323	0.08623190995
1324	0.08620774161
1325	0.08619882097
1326	0.086178163
1327	0.08615098953
1328	0.08612680163
1329	0.08612283647
1330	0.08611945081
1331	0.08609708161
1332	0.08607623866
1333	0.0860732348
1334	0.08607024894
1335	0.08604103263
1336	0.0860142054
1337	0.0859866805
1338	0.08595950157
1339	0.08594052969
1340	0.08593717877
1341	0.08590818223
1342	0.0859037577
1343	0.0858828493
1344	0.08587953458
1345	0.08585498647
1346	0.0858343529
1347	0.08580848041
1348	0.0857779504
1349	0.08577392155
1350	0.08575932967
1351	0.08574515386
1352	0.0857413479
1353	0.08570695737
1354	0.08567906236
1355	0.08566805292
1356	0.08565933969
1357	0.08565484658
1358	0.0856190501
1359	0.0855962146
1360	0.08559297953
1361	0.08557858728
1362	0.08556440891
1363	0.08556100965
1364	0.08555006634
1365	0.08553981059
1366	0.08551000189
1367	0.0854856372
1368	0.08547721999
1369	0.08547385708
1370	0.08547035159
1371	0.08544359542
1372	0.08542206131
1373	0.08538781946
1374	0.08536433305
1375	0.08534843082
1376	0.08533306248
1377	0.08530497994
1378	0.08529413486
1379	0.08528976209
1380	0.0852706057
1381	0.08526729457
1382	0.08523970828
1383	0.08521258511
1384	0.08520947173
1385	0.08520532492
1386	0.0851906944
1387	0.08515987473
1388	0.08512636969
1389	0.08511563185
1390	0.08508472155
1391	0.08506207951
1392	0.08504758355
1393	0.08502666689
1394	0.08501603
1395	0.08498516273
1396	0.08496659133
1397	0.08494370909
1398	0.08494063725
1399	0.08492569639
1400	0.08490427353
1401	0.08488101563
1402	0.08485171781
1403	0.08482765707
1404	0.08482082924
1405	0.08480138122
1406	0.0847793943
1407	0.08474121652
1408	0.08472074357
1409	0.08470083639
1410	0.08467815195
1411	0.08467511294
1412	0.08465883488
1413	0.08462629949
1414	0.08460464559
1415	0.08459056299
1416	0.08458082237
1417	0.08455339513
1418	0.08454312905
1419	0.08450709903
1420	0.0844804144
1421	0.08446473609
1422	0.08443648329
1423	0.08441083763
1424	0.08437832768
1425	0.08434321922
1426	0.08431636543
1427	0.08429899485
1428	0.08429599317
1429	0.08427185944
1430	0.08425275815
1431	0.08422407692
1432	0.08421079697
1433	0.08420753875
1434	0.0841814318
1435	0.08417001923
1436	0.08414863586
1437	0.0841230029
1438	0.08409720835
1439	0.08407189272
1440	0.08405142532
1441	0.08403951421
1442	0.0840283233
1443	0.08402490951
1444	0.08401422484
1445	0.08401129306
1446	0.08398842681
1447	0.08395425833
1448	0.08392128181
1449	0.08388977371
1450	0.0838690205
1451	0.08384937365
1452	0.08382204925
1453	0.08380023374
1454	0.08377563025
1455	0.08376250014
1456	0.0837396595
1457	0.0837124782
1458	0.08368704736
1459	0.08365757714
1460	0.08362845875
1461	0.08361557875
1462	0.08358862218
1463	0.08356456267
1464	0.08354638653
1465	0.08351470684
1466	0.08349050738
1467	0.08347124122
1468	0.08345173932
1469	0.08343015097
1470	0.08340669044
1471	0.0833858977
1472	0.08335364847
1473	0.08332914225
1474	0.08330778046
1475	0.08328818817
1476	0.08327430069
1477	0.08325463176
1478	0.08322194249
1479	0.0832008448
1480	0.08318337165
1481	0.08316648098
1482	0.0831387824
1483	0.08311687948
1484	0.08309959709
1485	0.08307407347
1486	0.08306252502
1487	0.08305984561
1488	0.08304337373
1489	0.08302128121
1490	0.08299352567
1491	0.08299110293
1492	0.08296560939
1493	0.08296232705
1494	0.08293773784
1495	0.08291026419
1496	0.08288387881
1497	0.08284980471
1498	0.08282588916
1499	0.0827975768
1500	0.08279518719
1501	0.08277100232
1502	0.08275365595
1503	0.0827321245
1504	0.08270533286
1505	0.08268394584
